;Classe;Date de création ;Adresse du siège ;Site Web ;Téléphone ;Email 
3351;jeux_loisirs;01/01/2013; 29 rue des Etudiants92400  Courbevoie ;http://www.afrikrea.com/ ;; contact@afrikrea.com
3352;jeux_loisirs;01/02/2011;139 rue Philippe de Girard84120 Pertuis Vaucluse;http://www.wannago.fr/;09 75 18 09 10;
3353;jeux_loisirs;01/01/2013;82 Avenue Jean Baptiste Clément92100  Boulogne -Billancourt; www.artube.fr;01 84 16 46 14;contact@artube.fr
3354;jeux_loisirs;01/01/2013;Loire Valley37000 Tours;http://www.wineta.com/ ;06 83 09 52 99; contact@wineta.com
3355;jeux_loisirs;01/03/2014;79, rue du Faubourg Poissonnière 75009  Paris;http://overlay.ms/ ;06 85 45 45 09;perrine@overlay.ms
3356;jeux_loisirs;01/02/2014;12 allée du lac 31380 Montastruc-la-Conseillère;https://www.guidelikeyou.com/;06 29 19 48 82;contact@guidelikeyou.com
3357;jeux_loisirs;01/07/2013;170 rue Michel Teule34080  Montpellier;http://www.AllianceSaveursetVins.com;06 24 98 00 85;contact@alliancesaveursetvins.com
3358;jeux_loisirs;01/01/2014;355 Chemin Escoundou06210 Mandelieu-la- Napoule;http://champbox.fr/ ;01 79 73 23 77; contact@champbox.fr
3359;jeux_loisirs;01/01/2011;129, avenue des Compagnons34170  CASTELNAU LE LEZ;http://www.privatesportshop.fr/ ;04 99 77 33 61;info@privatesportshop.com
3360;jeux_loisirs;01/01/2007;20 rue du sentier 75002  Paris;;01 83 77 77 00;info@lafourchette.com
3361;jeux_loisirs;01/01/2014;15 rue de stockholm 14 000 Cean;http://www.slap-boutique.com;02 50 01 14 35;info@slap-boutique.com
3362;jeux_loisirs;01/04/2012;25, rue de l'Eglise92200  Neuilly-sur-Seine;http://www.likibu.com/fr;;contact@likibu.com
3363;jeux_loisirs;01/01/2015;-- -;http://www.wakatoon.com/;;bonjour@wakatoon.com
3364;jeux_loisirs;01/01/2006; 39 rue Godot de Mauroy75009  PARIS ;https://www.3mundi.fr/fr-fr/ ;01 56 56 18 12;marketing@3mundi.com
3365;jeux_loisirs;01/01/2014;36 boulevard Barbès 75018 Paris;http://www.smyle.io;;contact@smyle.io
3366;jeux_loisirs;01/10/2012;165 avenue de Bretagne59000  Lille;http://dejbox.fr/Home/Welcome ;06 13 20 13 43;contact@dejbox.fr
3367;jeux_loisirs;01/01/2014;195 avenue de l'Industrie ZI Dagneux 01120  Dagneux;http://www.onlykart.com;04 30 33 33 33;contact@onlykart.com
3368;jeux_loisirs;01/01/2014;-- -;http://www.checkpointsrace.com/ ;;press@checkpoints-race.com
3369;jeux_loisirs;01/01/2014;24, avenue de la Reine Nathalie 64200  Biarritz;http://www.goozty.com/;05 33 47 21 47;contact@goozty.com
3370;jeux_loisirs;01/01/2014;15 rue Saint Jean95450  Seraincourt;http://www.dexterity.fr/;;
3371;jeux_loisirs;01/01/2013;24 CHEMIN DES VERRIERES69260   CHARBONNIERES LES BAINS;http://www.gottajoga.com/;;support@gottajoga.com
3372;jeux_loisirs;01/01/2011;2 Allée du Doyen Georges Brus Parc scientifique Unitec I33600  Pessac;http://www.blitzr.com/;09 84 02 14 27;contact@blitzr.com
3373;jeux_loisirs;01/06/2014;Paris75000 Paris;http://www.meetprizm.com/;;contact@meetprizm.com
3374;jeux_loisirs;01/01/2013;111 Huntington Ave 26th floorBoston02199  Boston;http://liber8tech.com/;;info@liber8tech.com
3375;jeux_loisirs;01/03/2006;7 Quai de la rive42400  Saint-Chamond ;http://fr.wilogo.com/;+ 33 (0)4 77 83 56 62 ;contact@wilogo.com
3376;jeux_loisirs;01/05/2011;Mohrenstraße 6010117 Berlin ;http://www.deliveryhero.com/;+49 30 54 44 59 100;info@deliveryhero.com
3377;jeux_loisirs;06/01/2014;6, rue Mallet Stevens 75016 Paris;https://fr.vizeat.com/;;hello@vizeat.com
3378;jeux_loisirs;01/06/2011;40 Rue de l'Échiquier75010  Paris;https://www.gemmyo.com/;01 42 46 90 89;contact@magnapresse.com
3379;jeux_loisirs;01/01/2013;13 boulevard Van Iseghem44000 Nantes;https://www.mycookr.com/;;contact@mycookr.com
3380;jeux_loisirs;01/02/2014;23 bis Rue de Noailles78100 Saint-Germain-En-Laye;http://www.pressingbox.fr;01.79.72.55.35;support@pressingbox.fr
3381;jeux_loisirs;01/01/2013;17 rue du Louvre 75001  Paris;http://www.selectionnist.com;;contact@selectionnist.com
3382;jeux_loisirs;01/08/2013;80 rue des haies75020  Paris;http://niland.io/;;contact@niland.io
3383;jeux_loisirs;01/06/2012;-- Paris;https://www.meludia.com/;;contact@meludia.com
3384;jeux_loisirs;20/01/2010;18 rue soleillet75020  Paris;http://www.overade.com;09 72 46 03 39;shop@overade.com
3385;jeux_loisirs;01/01/2014;-- -;http://sensorwake.com;06 80 45 90 88;guigui.rolland@gmail.com
3386;jeux_loisirs;01/01/2013;-- -;http://www.tx.to/;;hello@txto.fr
3387;jeux_loisirs;03/12/2012;29 Avenue Charles Boutet 08000 Charleville-Mézières ;http://www.your-lovebox.com/fr;;contact@your-lovebox.com
3388;jeux_loisirs;04/06/2012;9 avenue Georges Clemenceau06000 Nice;http://www.pepsycar.fr/;04 83 50 84 06;contact@speedyweb.fr
3389;jeux_loisirs;02/12/2013;100 Cherokee BlvdTN 37405 Chattanooga;http://www.feetz.co/;;info@feetz.co 
3390;jeux_loisirs;02/06/2008;888 Brannan St94103 San Francisco; https://www.airbnb.fr/;;press-FR@airbnb.com
3391;jeux_loisirs;01/03/2014;76 bis rue de Rennes 75006 Paris;http://www.hotels-prives.com/;01 84 16 88 54;info@hotels-prives.com
3392;jeux_loisirs;02/02/2015;18, rue Berthollet 75005 Paris;http://www.tourism-academy.com/;01.58.10.39.90;contact@tourism-academy.com
3393;jeux_loisirs;01/06/2012;-- -;https://www.carfully.fr/;06 96 33 40 68 ;onvousaide@carfully.fr
3394;jeux_loisirs;01/01/2007;-- -;http://www.pastasparty.com;;contact@pastasparty.com
3395;jeux_loisirs;27/07/2012;18 rue Bernard Gante93250 Villemomble;http://www.practisport.com;;contact@practisport.com
3396;jeux_loisirs;01/04/2012;6 domaine des Iris 01390  Mionnay;http://www.parapluieparis.com;09 83 56 25 79;contact@parapluieparis.com
3397;jeux_loisirs;01/01/2005;76, Avenue de la Liberté- Luxembourg;http://www.jamendo.com;+352 26 53 421;contact@jamendo.com
3398;jeux_loisirs;25/06/2012;Place du Dr Jorrot21200 Beaune;http://www.oenovinia.com;03 80 20 06 59;contact@oenovinia.com
3399;jeux_loisirs;01/07/2010;33 rue du Mail 75002 Paris;http://adways-studio.com/;09 72 38 21 00;contact@adways.com
3400;jeux_loisirs;01/10/2012;25 rue Lamartine 78000 Versailles;http://www.sonducoin.fr/;;cyril@sonducoin.fr
3401;jeux_loisirs;14/06/2012;280 rue Vendôme 69003 Lyon;http://www.duvinalacarte.fr/;;contact@duvinalacarte.fr
3402;jeux_loisirs;28/01/2013;4 rue des 4 colonnes  69005 Lyon;http://www.leveritablekoudou.com/;04 78 83 37 10;matthieu@leveritablekoudou.com
3403;jeux_loisirs;01/01/2013;31 grande rue 60510 Nivillers;http://www.unebaladeavelo.com/;02 36 25 05 35;contact@unebaladeavelo.com
3404;jeux_loisirs;01/03/2014;54 rue René Boulanger75010 Paris;http://www.videotelling.fr/;09 50 00 75 40;contact@videotelling.fr
3405;jeux_loisirs;04/06/2013;84 Bd Barbès 75018 Paris;http://www.trocdepresse.com;06 26 27 77 03;contact@trocdepresse.com
3406;jeux_loisirs;01/01/2012;10 rue Oberkampf75011 Paris;http://www.onydanse.com/;06 85 21 54 13;contact@onydanse.com
3407;jeux_loisirs;01/01/2011;36 rue de Clignancourt  75018 Paris;http://www.reflexetvous.com/;09 81 36 20 00;contact@reflexetvous.com
3408;jeux_loisirs;12/03/2013;14 rue Soleillet75020 Paris;http://chictypes.com/;01 40 18 10 00;contact@chictypes.com
3409;jeux_loisirs;01/01/2007;36 rue des jeuneurs75002 Paris;http://www.bonnegueule.fr/;06 11 21 46 48;http://www.bonnegueule.fr/
3410;jeux_loisirs;01/01/2013;165 avenue de Bretagne 59000 Lille;https://the-art.co/;03 66 72 40 15;hello@the-art.co
3411;jeux_loisirs;01/01/2014;204 avenue De Colmar67100 Strasbourg;http://www.cinefute.com/;;info@cinefute.com
3412;jeux_loisirs;01/04/2013;48 rue Meslay  75003 Paris;https://www.gamping.fr/;06 37 58 54 26;contact@gamping.com
3413;jeux_loisirs;01/11/2013;28 rue d'Hem59170 Croix;http://numeritop.fr/;06 89 25 12 35;louis.gosselin@numeritop.fr
3414;jeux_loisirs;01/05/2013;.75012 Paris;http://autroisieme.com/;;contact@autroisieme.com
3415;jeux_loisirs;01/03/2013;33 chemin des petites fontaines78250 Tessancourt sur Aubette;http://www.odicebox.com/;01 83 43 98 15;contact@odicebox.com
3416;jeux_loisirs;01/11/2012;24 rue La Condamine  75017 Paris;http://uniondesbailleursdefrance.com/;;contact@uniondesbailleursdefrance.com
3417;jeux_loisirs;01/11/2012;1 rue du débarcadère93500 Pantin;http://www.ces-messieurs.com/;09 51 26 44 07;contact@ces-messieurs.com
3418;jeux_loisirs;24/01/2013;151 boulevard Murat  75016 Paris ;http://www.wannazik.com/;;
3419;jeux_loisirs;01/04/2013;40 rue de Moscou  75008 Paris;http://www.jerevedunemaison.com/;01 78 90 26 09;hello@jerevedunemaison.com
3420;jeux_loisirs;01/03/2013;16 avenue de La République75011  Paris;http://www.vivapics.com/;;contact@vivapics.com
3421;jeux_loisirs;24/05/2013;6 bis avenue des Iles 74000  Annecy;http://hotentic.com/;04 57 41 65 72;sarah.vilain@hotentic.com
3422;jeux_loisirs;01/06/2013;15 Rue Sala  69002 Lyon;http://e-sublet.fr/;04 26 84 49 04;contact@e-sublet.fr
3423;jeux_loisirs;01/07/2012;21 rue notre Dame de Nazareth 75003 Paris;http://www.breizhaway.com/;02 99 87 11 37;contact@breizhaway.com
3424;jeux_loisirs;01/11/2013;1 avenue Roger Salengro  13400 Aubagne;http://mydivingholidays.fr/;;
3425;jeux_loisirs;01/01/2010;25 rue Pauline Borghèse92200 Neuilly sur Seine;http://www.gameintown.com/;;flagtory@gmail.com
3426;jeux_loisirs;01/01/2013;32 rue Fessart92100 Boulogne;http://www.emoovio.com/;01 73 75 38 39;contact@emoovio.com
3427;jeux_loisirs;01/01/2014;72 rue de la République76140 Le Petit-Quevilly;http://topovideo.com/;02 78 77 08 16;contact@topovideo.com
3428;jeux_loisirs;01/01/2010;231 rue Saint-Honoré  75001 Paris;http://www.vinoclub.fr/;01 40 31 75 52;contact@vinoclub.fr
3429;jeux_loisirs;01/01/2013;127 Rue de l’Herveline45400 Semoy;http://le-petit-noeud.com/;06 59 11 91 62;contact@le-petit-noeud.com
3430;jeux_loisirs;01/01/2014;107 ter avenue Michelet 93400 Saint-Ouen;http://www.concertenappart.com;;toctoc@concertenappart.com
3431;jeux_loisirs;18/01/2013;183 rue du petit pastellié 31660 Bessieres;http://www.bebevendsesfringues.com/;;contact@bebevendsesfringues.com
3432;jeux_loisirs;01/06/2012; 33 Rue du Mail75002 Paris;https://www.jellynote.com;;contact@jellynote.com
3433;jeux_loisirs;01/01/2014;147 rue Achard 33000 Bordeaux;https://www.samboat.fr/;05 35 54 41 46;contact@samboat.fr
3434;jeux_loisirs;01/01/2013;11 rue E.Dubois  75014 Paris;http://www.vivanoda.fr/;;contact@vivanoda.fr
3435;jeux_loisirs;01/04/2010;46-48 rue René Clair75018 Paris;http://www.spideo.tv;09 81 31 12 21;contact@spideo.tv
3436;jeux_loisirs;01/03/2014;.33000  Bordeaux;http://michelineclothing.bigcartel.com/;06 08 99 71 81;lemayronan@gmail.com
3437;jeux_loisirs;08/11/2013;13 quai Montebello75005  Paris;https://www.monsieurpack.com/;01 43 49 36 16;contact@monsieurpack.com
3438;jeux_loisirs;01/02/2013;14 Traverse des amoureux  13006 Marseille;http://www.mytripmypic.com;06 09 40 16 27;contact@mytripmypic.com
3439;jeux_loisirs;01/05/2013;33 rue René Cassin  22108 Dinan;http://www.good-spot.com/;02 96 41 27 57;contact@good-spot.com
3440;jeux_loisirs;20/01/2014;Rue André Bollier69007 Lyon ;http://www.culturkraft.fr/;07 82 57 84 35;contact@culturkraft.fr
3441;jeux_loisirs;01/02/2013;73 Boulevard de Grenelle 75015 Paris;https://www.caissin.fr/;01 84 17 82 68;contact@caissin.fr
3442;jeux_loisirs;01/04/2014;65 rue Grande 13490 Jouques;http://www.selecjeux.com/;;info@selecjeux.com
3443;jeux_loisirs;01/01/2014;90 boulevard Flandrin 75 016 Paris;http://www.snapevent.fr;06 08 60 13 25;contact@snapevent.fr
3444;jeux_loisirs;01/01/2012;52 Boulevard de Sébastopol75003 Paris;http://www.worldia.com;01 77 62 84 40;contact@worldia.com
3445;jeux_loisirs;01/12/2012;8 rue marignan75008 Paris;https://worldcraze.com/fr;;contact@worldcraze.com
3446;jeux_loisirs;01/09/2013;..  Paris;http://www.lappartelier.com;01 83 79 99 06;contact@lappartelier.com
3447;jeux_loisirs;11/01/2008;18 Rue Pasteur 94270 Le Kremlin-Bicêtre ;http://www.melty.fr/;01 83 62 00 84;contact@meltypub.fr
3448;jeux_loisirs;10/11/2010;4 rue de la Pierre Levée750011 Paris;http://www.minutebuzz.com;06 62 63 29 08 ;contact@minutebuzz.com contact@minutebuzz.com
3449;jeux_loisirs;22/08/2007;10 rue d'Athènes75009 Paris;http://www.deezer.com;01 55 80 69 00;support@deezer.com
3450;jeux_loisirs;13/03/2005;140 boulevard Malesherbes75017 Paris;http://www.dailymotion.com;01 77 35 11 00;
3451;jeux_loisirs;06/10/2010;Indéfini51107 San Francisco; http://instagram.com/;Indéfini;support@instagram.com 
3452;jeux_loisirs;11/11/2011;3 rue Bataille69008 Lyon;http://www.artistoon.org;;contact@artistoon.com
3453;jeux_loisirs;20/01/2010;6 rue de Hanovre 75002 Paris;http://www.prettysimplegames.com;;press@prettysimplegames.com / contact@prettysimplegames.com / corentin@prettysimplegames.com
3454;jeux_loisirs;01/01/2014;Incubateur Innotex 41 rue des metissages Zone de l’Union59100  Roubaix;http://www.hubmode.org;0612330453;annickhubmode@gmail.com
3455;jeux_loisirs;01/04/2013;32 boulevard de Strasbourg CS 30108 75468 Paris;http://www.mopiti.fr/;;contact@mopiti.fr
3456;jeux_loisirs;01/12/2013;60 rue de Wattignies 75012 Paris;http://www.mypixtime.fr/;01 73 02 03 03;contact@mypixtime.com
3457;jeux_loisirs;01/01/2014;520b av Konrad Adenauer34170 Castelnau le lez;http://www.mode-demploi.fr;06 24 76 37 01;contact@mode-demploi.fr
3458;jeux_loisirs;01/04/2014;12 avenue René Barthélémy06160 Antibes;http://www.lecadeauvideo.fr;06 88 30 21 30;contact@lecadeauvideo.fr
3459;jeux_loisirs;01/07/2013;16 boulevard Saint-Germain75005 Paris;https://www.lalaoula.com/;09 81 03 20 07;contact@lalaoula.com
3460;jeux_loisirs;01/03/2014;12 avenue Léonard de Vinci92400 Courbevoie;http://www.cobber.fr;;contact@cobber.fr
3461;jeux_loisirs;01/03/2014;85 avenue Victor Hugo92100 Boulogne Billancourt;http://www.likeachef.fr;09 72 46 21 42;contact@likeachef.fr 
3462;jeux_loisirs;15/08/2014;11 Rue Guy Môquet75017 Paris;http://www.laboitedufromager.com/;01 75 37 82 64;contact@laboitedufromager.com
3463;jeux_loisirs;01/09/2014;140 rue La Fayette 75010 Paris;http://www.bnbcare.fr/;07 82 80 56 58;contact@bnbcare.fr  
3464;jeux_loisirs;01/01/2014;165 avenue de Bretagne, Parc Euratechnologie  59000 Lille;http://www.leaveasy.com/;;stephane.marx@leaveasy.com
3465;jeux_loisirs;01/10/2012;22 rue du Hâ33000 Bordeaux;http://www.kramakrama.com/fr/;09 70 40 32 50;contact@kramakrama.com
3466;jeux_loisirs;01/12/2012;28 rue du Général Guilhem  75011 Paris;http://www.artbay.fr/;;contact@artbay.fr
3467;jeux_loisirs;01/03/2013;62 rue jean jacques rousseau75001 Paris;http://paullster.com/fr/;01 84 17 06 26;contact@paullster.com
3468;jeux_loisirs;01/02/2013;121 rue de Montreuil  75011 Paris;http://www.paquet-calin.com/;07 81 12 74 53;bonjour@paquet-calin.com
3469;jeux_loisirs;01/01/2013;7 Place Benoit Crépu69005 Lyon;http://www.oldnewthings-vintage.com;06 65 97 78 51;ont.vintage@gmail.com
3470;jeux_loisirs;21/06/2006;107 rue de Lyon1203 Genève;http://www3.iconcerts.com/fr;;contact@i-concerts.com
3471;jeux_loisirs;01/10/2008;Sonnenstraße 31  80331 München;http://www.stylefruits.fr;00 49 89 5404 129 29;info@stylefruits.fr
3472;jeux_loisirs;01/01/2010;.. .;https://www.mysocialbook.com;;support@mysocialbook.com
3473;jeux_loisirs;21/04/2013;9 rue Charles Fourier  91000 Evry ;http://www.myoutfit.fr/;;contact@myoutfit.fr
3474;jeux_loisirs;04/04/2012;Cap Omega - Rond-point Benjamin Franklin - CS 3952134960 Cedex 2 Montpellier;http://www.codingame.com/start;;coders@codingame.com
3475;jeux_loisirs;20/04/2012;6 chemin du Pré Carré38240  Meylan;http://www.studio-pango.com/;;pango@studio-pango.com
3476;jeux_loisirs;01/12/2012;28 rue du 19 Mars 196287100 Limoges;http://www.audoisetalleuil.com;;
3477;jeux_loisirs;01/06/2014;30 Rue du Pontel 19240  Saint-Viance;;;
3478;jeux_loisirs;01/10/2007;34, Quai de Saint-Cosme 71100 Nicéphore Cité;http://www.chrysalidestudio.com/;+ 33(0) 9 83 00 24 05; contact@chrysalidestudio.com
3479;jeux_loisirs;01/01/1995;1 cours Xavier Arnozan33000 Bordeaux;http://www.concoursmania.com;+33 5 57 22 76 60;contact@concoursmania.com
3480;jeux_loisirs;01/01/2004;13 rue du Capricorne94150 Rungis;http://www.monalbumphoto.fr/;0892 230 054;
3481;jeux_loisirs;01/01/2008;79 BD Charles de Gaulle 92700 Colombes ;http://www.viedemerde.fr;;support@viedemerde.fr
3482;jeux_loisirs;18/04/2012;10, rue du chêne Saint-Anne70200 Magny-Vernois;http://www.fc-3d.com;+33 6 49 78 83 88;contact@fc-3d.com
3483;jeux_loisirs;01/01/2007;264 rue Garibaldi69003 Lyon;http://www.ivory-tower.fr;04 37 45 43 43;contact@ivory-tower.fr
3484;jeux_loisirs;01/05/2001;75 bd d'Armentières 59057  Roubaix;http://www.ankama.com;03 20 36 30 0033 20 ;
3485;jeux_loisirs;01/01/2006;2 rue de la mairie41310  Sasnières;http://www.comboost.com;08 10 44 18 34;info@comboost.com
3486;jeux_loisirs;01/01/1999;197 rue de Bordeaux 16000  Angoulême;http://www.ouat-e.com;05 45 38 40 15;
3487;jeux_loisirs;06/04/1992;2 Rue Lezurier de la Martel 76000 Rouen;http://www.biplan.fr/;02 35 70 36 71 ;rouen@biplan.fr
3488;jeux_loisirs;01/01/1999;49 Quai Rambaud69002 LYON;http://www.arkane-studios.com;04 78 62 99 01;
3489;jeux_loisirs;01/08/2002;23 Parvis des Chartrons33074  BORDEAUX;http://www.asobostudio.com;05 56 01 04 98;
3490;jeux_loisirs;01/03/1997;14, avenue du Garric, Village Entreprises de Tronquière15000  AURILLAC;http://www.jeuxvideo.com/;;pub@jeuxvideo.com
3491;jeux_loisirs;18/08/2000;22, allée Alan Turing63000  Clermont Ferrand;http://www.prizee.com/;01 82 50 50 00;support@prizeecom.zendesk.com
3492;jeux_loisirs;01/01/2009;5 rue du château36600 Veuil;http://www.giteo.com;09 72 11 82 30;contact@giteo.com
3493;jeux_loisirs;01/12/2011;15 route du Rhin67100 Strasbourg;http://www.methodinthemadness.eu;09 72 42 88 46;contact@methodinthemadness.eu
3494;jeux_loisirs;15/04/2009;165 Avenue de Bretagne59000 Lille;http://www.adictiz.com;+33 3 66 72 09 99;contact@adictiz.com
3495;jeux_loisirs;01/04/2010;Bâtiment Henri Poincaré - Avenue Louis Philibert13857  AIX en PROVENCE;http://forge-animation.com;;
3496;jeux_loisirs;01/04/2006;34 quai St Cosme71000  Chalon-sur-Saône;http://www.on-situ.com;03 85 94 79 84;contact@on-situ.com
3497;jeux_loisirs;01/08/2009;19 place des basques 33000 Bordeaux;http://www.heritage-prod.com ;05 56 48 44 80;
3498;jeux_loisirs;01/01/2011;175 Varick Street - 3rd Floor 10014  New York;https://www.routehappy.com;;tellus@routehappy.com
3499;jeux_loisirs;01/01/2011;15 rue poissonnière75002  Paris;http://www.appyourself.com;08 11 69 01 73;
3500;jeux_loisirs;01/08/2013;11 Impasse Juton 44000 Nantes;http://guestapp.me;02 40 75 65 74;contact@guestapp.me
3501;jeux_loisirs;01/01/2014;37 rue Manon Cormier33000  BORDEAUX;http://www.switcharound.com;05 56 81 87 63;contact@switcharound.com
3502;jeux_loisirs;01/03/2009;42 Avenue du Général de Croutte31100  Toulouse;http://www.audiogaming.net;09 53 27 31 67;
3503;jeux_loisirs;01/01/2014;-- -;http://atelierstersi.fr;;
3504;jeux_loisirs;01/01/2012;351 Cours de la Libération33405  Talence;http://www.simbals.com;05 40 00 34 27;contact@simbals.com
3505;jeux_loisirs;01/09/2013;48 rue Sedaine75011 Paris;https://easywelco.me;;support@easywelco.me
3506;jeux_loisirs;01/05/2013;37-41 rue Guibal13003 Marseille;https://www.rendezvouscheznous.com;04 91 05 50 57;contact@rdvcheznous.com
3507;jeux_loisirs;01/01/2012;28 rue de Laborde 75008 PARIS;http://www.ceetiz.fr;01 84 88 03 94;contact@ceetiz.com
3508;jeux_loisirs;01/01/2013;49 Grand rue Saint Michel - Résidence AXE SUD31400 Toulouse;http://www.globewhere.com;06 50 01 40 92;contact@globewhere.com
3509;jeux_loisirs;01/01/2014;2 rue de villiers aux choux10400  NOGENT SUR SEINE;http://www.fewhourz.com;09 54 95 64 56;contact@fewhourz.com
3510;jeux_loisirs;01/01/2014;26 rue Christian Bernon35000 RENNES;http://www.simpki.co;;
3511;jeux_loisirs;01/05/2013;56 rue de Rochechouart75009  PARIS;http://www.tribloo.com;;
3512;jeux_loisirs;01/05/2013;14 rue Hermel75018 Paris;http://www.vinotrip.com;01 85 46 00 09;contact@vinotrip.com
3513;jeux_loisirs;01/06/2012;58 Rue Boissiere75116 PARIS;http://www.ohbibi.com;;support@ohbibi.com
3514;jeux_loisirs;01/01/2012;90 Avenue de Villiers75017 Paris;http://www.redluxury.fr;;contact@redluxury.fr
3515;jeux_loisirs;01/04/2013;68 rue Joseph de Maistre75018  Paris;http://www.squeezme.fr;;contact@squeezme.fr
3516;jeux_loisirs;01/01/2014;Jean-Michel Labarre06000 Nice;http://www.artistique3d.fr;06 99 70 10 90;contact@artistique3D.fr
3517;jeux_loisirs;01/01/2013;96bis boulevard Raspail75006 Paris;http://www.sepage.com;01 84 17 37 80;info@sepage.fr
3518;jeux_loisirs;01/04/2010;80 avenue des Buttes de Coësmes35700  Rennes;http://www.dynamixyz.com;02 99 12 18 01;hello@dynamixyz.com
3519;jeux_loisirs;01/06/2014;Bâtiment D, 171 Ter - Avenue Charles-de-Gaulle92200 Neuilly-sur-Seine;http://wooop.fr;;contact@wooop.fr
3520;jeux_loisirs;01/01/2011;1 centre commercial La Tour93120  La Courneuve;http://dualo.org;09 50 52 62 32;
3521;jeux_loisirs;01/03/2012;6 rue Louis de Geer1348 Louvain-la-Neuve;http://www.keemotion.com;+32 10 39 22 30;revolution@keemotion.com
3522;jeux_loisirs;01/01/2013;140 Quai du Sartel59100 Roubaix;http://www.inov-lunch.com;;contact@inov-lunch.com
3523;jeux_loisirs;01/01/2013;2951 El Camino Real94306 Palo Alto;https://www.playosmo.com;;osmo@playosmo.com
3524;jeux_loisirs;01/07/2010;8 rue Lemercier75017 Paris;http://www.placeminute.com;;contact@placeminute.com
3525;jeux_loisirs;01/01/2012;1 East Poultry AvenueEC1A 9PT Londres;http://www.festicket.com;+44 (0)20 3397 8486;contact@festicket.com
3526;jeux_loisirs;01/05/2011;24 rue Daguerre75014  Paris;http://orfeo.pro;01 43 21 56 26;
3527;jeux_loisirs;01/01/2006;36 rue de Champagneux 69008  Lyon;http://www.vanillaseed.fr;04 26 63 28 54;contact@vanillaseed.fr
3528;jeux_loisirs;01/01/2011;23 rue Antigna45000  Orléans;http://boursopoly.com;;hello@boursopoly.com
3529;jeux_loisirs;01/01/2012;1 Allée Xavier Sarradet31500  Toulouse;http://www.meetmydesigner.com;06 59 30 11 54;rp@meetmydesigner.com
3530;jeux_loisirs;01/01/2012;2 bis rue Clémence Isaure31000 TOULOUSE;http://www.arborati.com;;contact@arborati.com
3531;jeux_loisirs;01/01/2013;29 Rue du Docteur Finlay 75015 Paris;http://wheretoget.it;;hello@wheretoget.it
3532;jeux_loisirs;01/09/2011;55 rue du Faubourg Poissonnière75009 Paris;http://www.bigfernand.com;;contact@bigfernand.com
3533;jeux_loisirs;01/01/2013;1 rue de Provence78000 Versailles;http://www.petit-comptoir-francais.com;07 81 45 63 37;contact@petit-comptoir-francais.com
3534;jeux_loisirs;01/01/2013;88 rue saint martin91150  Etampes;http://www.newartys.com;09 52 47 16 97;contact@newartys.com
3535;jeux_loisirs;01/11/2013;26 rue Decorps 69100  Villeurbanne;http://www.dowino.com;04 27 86 49 89;contact@dowino.com
3536;jeux_loisirs;01/01/2009;13 quai d'Auchel35000 RENNES;http://www.kelbillet.com;;support@kelbillet.com
3537;jeux_loisirs;01/01/2012;48 rue René Clair75899  PARIS;https://labelleassiette.fr;09 51 58 23 52;contact@labelleassiette.fr
3538;jeux_loisirs;01/07/2013;74 rue Georges Bonnac – Tour 333000  Bordeaux;https://www.airvy-locationdecampingcar.com;05 56 79 35 06;contact@airvy.fr
3539;jeux_loisirs;01/01/2009;9 rue Bezout 75014  Paris;http://fr.chambrealouer.com;;contact@welchome.com
3540;jeux_loisirs;01/01/2012;40 Avenue Guy de Collongue69130  ECULLY;http://fasola-shoes.com;04 72 53 95 58;contact@fasola-shoes.com
3541;jeux_loisirs;01/01/2013; 99A boulevard Descat59200  Tourcoing;http://www.my-edeejay.com;03 20 76 52 55;contact@my-edeejay.com 
3542;jeux_loisirs;01/01/2013;40 Avenue Guy de Collongue69130 ECULLY;http://www.tripconnexion.com;;info@tripconnexion.com  
3543;jeux_loisirs;01/01/2013;13 rue Marceau93100 Montreuil;http://www.cavacave.fr;;info@cavacave.fr
3544;jeux_loisirs;01/01/2010;3 rue Henri Barbusse92300 Levallois-Perret;http://www.smoovup.com;;contact@smoovup.com
3545;jeux_loisirs;01/01/2012;1 rue Pasteur92330  Sceaux;http://www.tripnco.com;09 70 40 55 54;contact@tripnco.com
3546;jeux_loisirs;01/01/2011;65 rue du Bourbonnais69009  LYON;http://www.verycook.com;04 82 53 76 16;happy@verycook.com
3547;jeux_loisirs;01/07/2012;26 Avenue Villermont06000 NICE	;https://www.optionway.com;;contact@optionway.com
3548;jeux_loisirs;01/01/2012;3 impasse des Romarins30540  Milhaud;https://fr.cosmopolithome.com; 04 37 92 93 93;
3549;jeux_loisirs;01/08/2012;24 Rue de la Pépinière75008 PARIS;http://www.vinocasting.com;06 78 11 83 13;contact@vinocasting.com
3550;jeux_loisirs;01/02/2012;14 rue Charles Fourier91000 Evry;http://vinoga.com;01 80 48 67 65;
3551;jeux_loisirs;01/01/2013;18 rue de Seine75006 PARIS;http://www.boaterfly.com;09 70 44 88 13;contact@boaterfly.com
3552;jeux_loisirs;01/01/2011;10 rue de la croix Mitta54600   Villers-Lès-Nancy;http://www.limitedpix.com;06 66 10 20 50;contact@limitedpix.com
3553;jeux_loisirs;01/01/2010;27 rue du chemin vert75011 Paris;http://www.1year1book.com;06 35 13 53 44/ 06 66 08 34 24;infos@1year1book.com
3554;jeux_loisirs;01/06/2012;183 Avenue de Choisy75013  Paris;https://www.popina.com;;info@popina.com
